date,UNRATE,UNRATE_lag1,UNRATE_lag2,UNRATE_lag3,ICSA_lag1,ICSA_lag2,ICSA_lag3,INDPRO_lag1,INDPRO_lag2,INDPRO_lag3,PAYEMS_lag1,PAYEMS_lag2,PAYEMS_lag3,file for unemployment_lag1,file for unemployment_lag2,file for unemployment_lag3,unemployment office_lag1,unemployment office_lag2,unemployment office_lag3,jobs near me_lag1,jobs near me_lag2,jobs near me_lag3,UNRATE_rollmean3,UNRATE_rollstd3,UNRATE_rollmean6,UNRATE_rollstd6,ICSA_rollmean3,ICSA_rollstd3,ICSA_rollmean6,ICSA_rollstd6,INDPRO_rollmean3,INDPRO_rollstd3,INDPRO_rollmean6,INDPRO_rollstd6,PAYEMS_rollmean3,PAYEMS_rollstd3,PAYEMS_rollmean6,PAYEMS_rollstd6,file for unemployment_rollmean3,file for unemployment_rollstd3,file for unemployment_rollmean6,file for unemployment_rollstd6,unemployment office_rollmean3,unemployment office_rollstd3,unemployment office_rollmean6,unemployment office_rollstd6,jobs near me_rollmean3,jobs near me_rollstd3,jobs near me_rollmean6,jobs near me_rollstd6,ICSA_mom_pct,INDPRO_mom_pct,PAYEMS_mom_pct,file for unemployment_mom_pct,unemployment office_mom_pct,jobs near me_mom_pct,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
2014-03-31,6.7,6.7,6.6,6.7,335250.0,326750.0,346000.0,100.9168,100.1599,100.5175,137712.0,137561.0,137372.0,4.0,5.0,5.0,21.0,28.0,23.0,2.0,2.0,1.0,6.666666666666667,0.05773502691876628,6.883333333333333,0.2639444385976954,336000.0,9646.890690786826,334783.3333333333,15673.757260679678,100.5314,0.3786414002730782,100.35883333333334,0.31423016193147313,137548.33333333334,170.35355392045008,137304.0,328.561714142812,4.666666666666667,0.5773502691896263,4.5,0.547722557505168,24.0,3.605551275463954,22.833333333333332,2.9268868558020578,1.6666666666666667,0.5773502691896258,1.3333333333333333,0.5163977794943224,0.02601377199693955,0.007556916490531584,0.001097694840834329,-0.19999999999999996,-0.25,0.0,False,True,False,False,False,False,False,False,False,False,False
2014-04-30,6.2,6.7,6.7,6.6,321000.0,335250.0,326750.0,101.8942,100.9168,100.1599,137985.0,137712.0,137561.0,4.0,4.0,5.0,17.0,21.0,28.0,2.0,2.0,2.0,6.666666666666667,0.05773502691876628,6.8,0.21908902300203534,327666.6666666667,7169.088738000314,335950.0,13987.136947926192,100.99029999999999,0.869483070565911,100.64769999999999,0.6798899969854244,137752.66666666666,214.90540554701758,137498.0,329.97575668592583,4.333333333333333,0.5773502691896253,4.5,0.547722557505168,22.0,5.567764362829999,22.166666666666668,3.7638632635454266,2.0,0.0,1.5,0.5477225575051664,-0.04250559284116329,0.009685206031106786,0.001982398048100409,0.0,-0.19047619047619047,0.0,False,False,True,False,False,False,False,False,False,False,False
2014-05-31,6.3,6.2,6.7,6.7,322750.0,321000.0,335250.0,101.9928,101.8942,100.9168,138298.0,137985.0,137712.0,3.0,4.0,4.0,17.0,17.0,21.0,2.0,2.0,2.0,6.533333333333332,0.2886751345947733,6.633333333333334,0.2338090388899755,326333.3333333333,7771.475621355502,329991.6666666667,9283.610109580764,101.60126666666667,0.5948121159946346,100.96616666666667,0.798999806425221,137998.33333333334,293.2274430085413,137707.5,377.42005776115974,3.6666666666666665,0.5773502691896233,4.166666666666667,0.7527726527090824,18.333333333333332,2.3094010767584474,21.0,4.147288270665558,2.0,0.0,1.6666666666666667,0.5163977794943226,0.005451713395638658,0.0009676703875196591,0.002268362503170529,-0.25,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False
2014-06-30,6.1,6.3,6.2,6.7,313800.0,322750.0,321000.0,102.3836,101.9928,101.8942,138513.0,138298.0,137985.0,3.0,3.0,4.0,15.0,17.0,17.0,2.0,2.0,2.0,6.3999999999999995,0.26457513110641556,6.533333333333334,0.22509257354842874,319183.3333333333,4743.504330484233,327591.6666666667,11448.380525939494,102.0902,0.2588303691622116,101.31080000000001,0.9017218085423616,138265.33333333334,265.51145612444566,137906.83333333334,440.49218684000346,3.3333333333333335,0.5773502691896223,4.0,0.8944271909999172,16.333333333333332,1.1547005383791387,20.166666666666668,4.833908011812673,2.0,0.0,1.8333333333333333,0.40824829046386374,-0.02773044151820292,0.0038316430179385907,0.0015546139495872247,0.0,-0.11764705882352944,0.0,False,False,False,False,True,False,False,False,False,False,False
2014-07-31,6.2,6.1,6.3,6.2,313500.0,313800.0,322750.0,102.735,102.3836,101.9928,138849.0,138513.0,138298.0,4.0,3.0,3.0,16.0,15.0,17.0,3.0,2.0,2.0,6.2,0.09999999999988297,6.433333333333334,0.2658320271650046,316683.3333333333,5256.028285057321,322175.0,8233.99963565977,102.37046666666667,0.37127425622302407,101.68038333333332,0.9638444696462222,138553.33333333334,277.70547948018464,138153.0,491.5709511356428,3.3333333333333335,0.5773502691896223,3.8333333333333335,0.7527726527090824,16.0,0.9999999999998691,19.0,4.857983120596451,2.3333333333333335,0.5773502691896257,2.1666666666666665,0.40824829046386407,-0.0009560229445506607,0.0034321903117295882,0.0024257650906414074,0.33333333333333326,0.06666666666666665,0.5,False,False,False,False,False,True,False,False,False,False,False
2014-08-31,6.1,6.2,6.1,6.3,301750.0,313500.0,313800.0,102.9632,102.735,102.3836,139072.0,138849.0,138513.0,4.0,4.0,3.0,17.0,16.0,15.0,3.0,3.0,2.0,6.199999999999999,0.09999999999988297,6.366666666666666,0.26583202716500576,309683.3333333333,6872.105451266184,318008.3333333333,11234.563483585503,102.69393333333333,0.2919741312752519,102.1476,0.7306136270293442,138811.33333333334,281.39710967477174,138404.83333333334,514.156947504413,3.6666666666666665,0.5773502691896233,3.6666666666666665,0.5163977794943243,16.0,0.9999999999998691,17.166666666666668,2.0412414523193028,2.6666666666666665,0.5773502691896257,2.3333333333333335,0.5163977794943234,-0.037480063795853225,0.002221248844113566,0.0016060612607939895,0.0,0.0625,0.0,False,False,False,False,False,False,True,False,False,False,False
2014-09-30,5.9,6.1,6.2,6.1,302000.0,301750.0,313500.0,102.7688,102.9632,102.735,139269.0,139072.0,138849.0,3.0,4.0,4.0,15.0,17.0,16.0,3.0,3.0,3.0,6.133333333333333,0.05773502691875862,6.266666666666667,0.22509257354843448,305750.0,6712.860791047957,312466.6666666667,9008.97700445029,102.82233333333333,0.1231591382477428,102.45626666666668,0.4400798775991263,139063.33333333334,210.13408417796444,138664.33333333334,486.72606943438586,3.6666666666666665,0.5773502691896233,3.5,0.547722557505168,16.0,0.9999999999998691,16.166666666666668,0.9831920802501298,3.0,0.0,2.5,0.5477225575051675,0.0008285004142503105,-0.001888053207359519,0.0014165324436263838,-0.25,-0.11764705882352944,0.0,False,False,False,False,False,False,False,True,False,False,False
2014-10-31,5.7,5.9,6.1,6.2,295000.0,302000.0,301750.0,103.0641,102.7688,102.9632,139563.0,139269.0,139072.0,3.0,3.0,4.0,16.0,15.0,17.0,4.0,3.0,3.0,6.066666666666666,0.15275252316511662,6.133333333333333,0.13662601021276538,299583.3333333333,3971.2508524798923,308133.3333333333,10250.93491671443,102.93203333333332,0.15009677989189618,102.65125,0.3984426972614886,139301.33333333334,247.09175084026657,138927.33333333334,472.35692719281724,3.3333333333333335,0.5773502691896223,3.3333333333333335,0.516397779494324,16.0,0.9999999999998691,16.0,0.8944271909998626,3.3333333333333335,0.5773502691896257,2.8333333333333335,0.7527726527090826,-0.023178807947019875,0.0028734401880725624,0.0021110225534757276,0.0,0.06666666666666665,0.33333333333333326,False,False,False,False,False,False,False,False,True,False,False
2014-11-30,5.8,5.7,5.9,6.1,288750.0,295000.0,302000.0,103.0764,103.0641,102.7688,139798.0,139563.0,139269.0,3.0,3.0,3.0,15.0,16.0,15.0,4.0,4.0,3.0,5.8999999999999995,0.19999999999993864,6.05,0.21679483388677132,295250.0,6628.536791780589,302466.6666666667,9947.947862082729,102.96976666666667,0.17415086371853913,102.83185000000002,0.26278541626397084,139543.33333333334,265.04779443207,139177.33333333334,469.59670640565037,3.0,0.0,3.3333333333333335,0.516397779494324,15.333333333333334,0.5773502691893951,15.666666666666666,0.8164965809276598,3.6666666666666665,0.5773502691896257,3.1666666666666665,0.7527726527090832,-0.021186440677966156,0.00011934320486006733,0.0016838273754504751,0.0,-0.0625,0.0,False,False,False,False,False,False,False,False,False,True,False
2014-12-31,5.6,5.8,5.7,5.9,291600.0,288750.0,295000.0,103.7126,103.0764,103.0641,140089.0,139798.0,139563.0,3.0,3.0,3.0,15.0,15.0,16.0,4.0,4.0,4.0,5.8,0.0999999999998757,5.966666666666666,0.19663841605001897,291783.3333333333,3129.0307338411103,298766.6666666667,8970.042734943747,103.28436666666668,0.37091193474176687,103.05335000000001,0.35375128975177944,139816.66666666666,263.49636303619985,139440.0,464.4222216909559,3.0,0.0,3.3333333333333335,0.516397779494324,15.333333333333334,0.5773502691893951,15.666666666666666,0.8164965809276598,4.0,0.0,3.5,0.54772255750517,0.009870129870129807,0.006172120873449094,0.0020815748437030823,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True
2015-01-31,5.7,5.6,5.8,5.7,284500.0,291600.0,288750.0,103.7044,103.7126,103.0764,140364.0,140089.0,139798.0,3.0,3.0,3.0,17.0,15.0,15.0,4.0,4.0,4.0,5.699999999999999,0.09999999999987381,5.883333333333333,0.23166067138524266,288283.3333333333,3572.9306365114526,293933.3333333333,7051.359207040737,103.4978,0.3649661354160489,103.21491666666668,0.3978935858589962,140083.66666666666,283.037688891972,139692.5,489.97908118649354,3.0,0.0,3.1666666666666665,0.4082482904638651,15.666666666666666,1.154700538379137,15.833333333333334,0.9831920802501235,4.0,0.0,3.6666666666666665,0.5163977794943269,-0.024348422496570654,-7.90646459541966e-05,0.001963037783123678,0.0,0.1333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False
